user_id,product_id,actual_price,average_rating,brand,category,crawled_at,discount,description,images,out_of_stock,pid,product_details,seller,selling_price,sub_category,title,url
1003,0f55ebb2-dee8-5fca-b708-bb6b897dbf5e,"4,599",4,adidas Origina,Clothing and Accessories,"02/10/2021, 20:14:00",28% off,An iconic warm-up style takes to the streets. These track pants honour their '90s roots with a casual fit and classic build made of polyester tricot.,"['https://rukminim1.flixcart.com/image/128/128/k05ljm80/track-pant/n/f/p/m-ed6897-adidas-originals-original-imafky98geme2dfg.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k05ljm80/track-pant/n/f/p/m-ed6897-adidas-originals-original-imafky98tc42tyeq.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k05ljm80/track-pant/n/f/p/m-ed6897-adidas-originals-original-imafky986zgmhg2r.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k05ljm80/track-pant/n/f/p/m-ed6897-adidas-originals-original-imafky98ctbnnmcg.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k05ljm80/track-pant/n/f/p/m-ed6897-adidas-originals-original-imafky98gtmhqxmx.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k05ljm80/track-pant/n/f/p/m-ed6897-adidas-originals-original-imafky98j3jayhbk.jpeg?q=70']",FALSE,TKPFGP48RBBKAGSZ,"[{'Style Code': 'ED6897'}, {'Fabric': 'Polyester'}, {'Pattern': 'Striped'}, {'Color': 'Black'}]",RetailNet,"3,311",Bottomwear,Striped Men Black Track Pants,https://www.flipkart.com/adidas-originals-striped-men-black-track-pants/p/itm2863a1866ff46?pid=TKPFGP48RBBKAGSZ&lid=LSTTKPFGP48RBBKAGSZ1TCNKQ&marketplace=FLIPKART&srno=b_1_4&otracker=browse&fm=organic&iid=dcad287e-3d1f-49d1-a819-813d6e6f7f04.TKPFGP48RBBKAGSZ.SEARCH&ssid=tgz5xs1ehc0000001612094268502
1003,bf1b7a70-6b45-563a-abed-04621c5ed69a,"1,999",3.7,adidas Origina,Clothing and Accessories,"02/10/2021, 20:14:03",47% off,Stealthy and sporty. Just like you. An embroidered Trefoil logo in a camouflage print puts a fresh spin on this adidas t-shirt. All-cotton jersey feels soft.,"['https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/c/k/r/m-fm3352-adidas-originals-original-imafqfum7azmt8pq.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/c/k/r/m-fm3352-adidas-originals-original-imafqfumfbgmm39z.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/c/k/r/m-fm3352-adidas-originals-original-imafqfumqz74yyvn.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7z3afk0/t-shirt/c/k/r/m-fm3352-adidas-originals-original-imafqfumsudwmzdn.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/c/k/r/m-fm3352-adidas-originals-original-imafqfumzxy3xumk.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/c/k/r/m-fm3352-adidas-originals-original-imafqfumxmtenzsz.jpeg?q=70']",TRUE,TSHFZF6K8RPHSGYP,"[{'Type': 'Round Neck'}, {'Sleeve': 'Short Sleeve'}, {'Fit': 'Regular'}, {'Fabric': 'Cotton Viscose Blend'}, {'Pack of': '1'}, {'Style Code': 'FM3352'}, {'Neck Type': 'Round Neck'}, {'Ideal For': 'Men'}, {'Size': 'XXL'}, {'Pattern': 'Solid'}, {'Suitable For': 'Western Wear'}, {'Brand Fit': 'Regular'}, {'Reversible': 'No'}, {'Fabric Care': 'Machine wash as per tag, Do not bleach'}, {'Model Name': 'CAMO ESS T'}, {'Brand Color': 'BLACK'}]",,"1,049",Topwear,Solid Men Round Neck Black T-Shirt,https://www.flipkart.com/adidas-originals-solid-men-round-neck-black-t-shirt/p/itm98492e8a67c68?pid=TSHFZF6K8RPHSGYP&lid=LSTTSHFZF6K8RPHSGYPE4TO7Q&marketplace=FLIPKART&srno=b_1_8&otracker=browse&fm=organic&iid=dcad287e-3d1f-49d1-a819-813d6e6f7f04.TSHFZF6K8RPHSGYP.SEARCH&ssid=tgz5xs1ehc0000001612094268502
,510e5072-7879-5f7e-8765-15149b74fa08,"2,699",4.5,adidas Origina,Clothing and Accessories,"02/10/2021, 20:14:03",33% off,"Take your look to another dimension. An homage to heritage, this allover monogram-print adidas Originals short sleeve t-shirt features a 3D cube design. Alternating Trefoil logos create a sporty look fresh for the streets.","['https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/3/f/9/l-fm3422-adidas-originals-original-imafpvmhbnxxjgz5.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/3/f/9/m-fm3422-adidas-originals-original-imafpv3h4sfz7qgu.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/3/f/9/l-fm3422-adidas-originals-original-imafpvmhdsygshdu.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/3/f/9/m-fm3422-adidas-originals-original-imafpv3hgdutthvv.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/3/f/9/l-fm3422-adidas-originals-original-imafpvmh8bahknhu.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/3/f/9/m-fm3422-adidas-originals-original-imafpv3hknth7xbc.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/3/f/9/m-fm3422-adidas-originals-original-imafpv3hpn5xbn6h.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/3/f/9/l-fm3422-adidas-originals-original-imafpvmh2nsaa43g.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/3/f/9/m-fm3422-adidas-originals-original-imafpv3hwbxjf54s.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/3/f/9/l-fm3422-adidas-originals-original-imafpvmhaeavnz8x.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/3/f/9/m-fm3422-adidas-originals-original-imafpv3h8xahhr2c.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/3/f/9/l-fm3422-adidas-originals-original-imafpvmhhrnf4yse.jpeg?q=70']",FALSE,TSHFZF6K5SGFNZCP,"[{'Type': 'Round Neck'}, {'Sleeve': 'Short Sleeve'}, {'Fit': 'Regular'}, {'Fabric': 'Cotton Viscose Blend'}, {'Pack of': '1'}, {'Style Code': 'FM3422'}, {'Neck Type': 'Round Neck'}, {'Ideal For': 'Men'}, {'Size': 'L'}, {'Pattern': 'Geometric Print'}, {'Suitable For': 'Western Wear'}, {'Brand Fit': 'Regular'}, {'Reversible': 'No'}, {'Fabric Care': 'Machine wash as per tag'}, {'Model Name': 'MONO AOP TEE'}, {'Brand Color': 'NMARIN/NINDIG'}]",RetailNet,"1,808",Topwear,Geometric Print Men Round Neck Dark Blue T-Shirt,https://www.flipkart.com/adidas-originals-geometric-print-men-round-neck-dark-blue-t-shirt/p/itm6fa11e350c929?pid=TSHFZF6K5SGFNZCP&lid=LSTTSHFZF6K5SGFNZCPHLRMRA&marketplace=FLIPKART&srno=b_1_9&otracker=browse&fm=organic&iid=dcad287e-3d1f-49d1-a819-813d6e6f7f04.TSHFZF6K5SGFNZCP.SEARCH&ssid=tgz5xs1ehc0000001612094268502
,99c4e212-bd9b-5215-b018-619e7ec1f603,"1,999",4.2,adidas Origina,Clothing and Accessories,"02/10/2021, 20:14:06",33% off,"The adidas Trefoil first appeared on the scene in 1972, and it continues to make its mark. This archive-inspired t-shirt celebrates the symbol's legacy. It's made of cotton jersey for a soft feel.","['https://rukminim1.flixcart.com/image/128/128/kfoapow0-0/t-shirt/w/3/d/m-fm3793-adidas-originals-original-imafw2jyzxzknwwe.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/9/j/3/m-fm3793-adidas-originals-original-imafqfm86fjfj5nh.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/9/j/3/m-fm3793-adidas-originals-original-imafqfm8a59brkfn.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/9/j/3/m-fm3793-adidas-originals-original-imafqfm8bzbj58jr.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/9/j/3/m-fm3793-adidas-originals-original-imafqfm8fgqghh22.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/9/j/3/m-fm3793-adidas-originals-original-imafqfm8vgh7hgzk.jpeg?q=70']",FALSE,TSHFZF6KZTHBEFC6,"[{'Type': 'Round Neck'}, {'Sleeve': 'Short Sleeve'}, {'Fit': 'Regular'}, {'Fabric': 'Cotton Viscose Blend'}, {'Pack of': '1'}, {'Style Code': 'FM3793'}, {'Neck Type': 'Round Neck'}, {'Ideal For': 'Men'}, {'Size': 'XXL'}, {'Pattern': 'Graphic Print'}, {'Suitable For': 'Western Wear'}, {'Brand Fit': 'Regular'}, {'Reversible': 'No'}, {'Secondary Color': 'White'}, {'Fabric Care': 'Machine wash as per tag'}, {'Model Name': 'TREFOIL T-SHIRT'}, {'Brand Color': 'PRIMIN'}]",RetailNet,"1,339",Topwear,Graphic Print Men Round Neck Light Green T-Shirt,https://www.flipkart.com/adidas-originals-graphic-print-men-round-neck-light-green-t-shirt/p/itm88abed407d5e9?pid=TSHFZF6KZTHBEFC6&lid=LSTTSHFZF6KZTHBEFC6D4PU9K&marketplace=FLIPKART&srno=b_1_15&otracker=browse&fm=organic&iid=dcad287e-3d1f-49d1-a819-813d6e6f7f04.TSHFZF6KZTHBEFC6.SEARCH&ssid=tgz5xs1ehc0000001612094268502
,e656c3ec-f254-581f-a22b-c4b0e4df3de4,"3,299",4,adidas Origina,Clothing and Accessories,"02/10/2021, 20:14:09",33% off,"Make getting out the door every day easy with the adidas R.Y.V. long sleeve t-shirt. Minimalist enough to go with everything, with unexpected pops of sport style for a strong impact.","['https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/4/x/l-fm2259-adidas-originals-original-imafpvmezegch2rz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/4/x/m-fm2259-adidas-originals-original-imafpukgdpbszhxc.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/4/x/l-fm2259-adidas-originals-original-imafpvmefntzgysc.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/4/x/m-fm2259-adidas-originals-original-imafpukgztqzcyew.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/4/x/l-fm2259-adidas-originals-original-imafpvme2jbgrdhv.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/4/x/m-fm2259-adidas-originals-original-imafpvhuhnnahg2z.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/4/x/m-fm2259-adidas-originals-original-imafpukgsyfge5xc.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/4/x/l-fm2259-adidas-originals-original-imafpvmezrqvseyt.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/4/x/m-fm2259-adidas-originals-original-imafpukgjtdegvqa.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/4/x/l-fm2259-adidas-originals-original-imafpvmejfrzzwzg.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/4/x/m-fm2259-adidas-originals-original-imafpukgekfuj5p6.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/4/x/l-fm2259-adidas-originals-original-imafpvmeknpyg7jq.jpeg?q=70']",FALSE,TSHFZF6KHGF68RM4,"[{'Type': 'Round Neck'}, {'Sleeve': 'Full Sleeve'}, {'Fit': 'Regular'}, {'Fabric': 'Cotton Viscose Blend'}, {'Pack of': '1'}, {'Style Code': 'FM2259'}, {'Neck Type': 'Round Neck'}, {'Ideal For': 'Men'}, {'Size': 'XL'}, {'Pattern': 'Solid'}, {'Suitable For': 'Western Wear'}, {'Brand Fit': 'Regular'}, {'Reversible': 'No'}, {'Fabric Care': 'Machine wash as per tag'}, {'Model Name': 'F LS'}, {'Brand Color': 'BLACK'}]",RetailNet,"2,210",Topwear,Solid Men Round Neck Black T-Shirt,https://www.flipkart.com/adidas-originals-solid-men-round-neck-black-t-shirt/p/itm10600f68f7315?pid=TSHFZF6KHGF68RM4&lid=LSTTSHFZF6KHGF68RM4479Q7E&marketplace=FLIPKART&srno=b_1_22&otracker=browse&fm=organic&iid=dcad287e-3d1f-49d1-a819-813d6e6f7f04.TSHFZF6KHGF68RM4.SEARCH&ssid=tgz5xs1ehc0000001612094268502
,1edd9485-dc2e-5423-ae9a-c95476abc507,"1,999",3.9,adidas Origina,Clothing and Accessories,"02/10/2021, 20:14:09",53% off,"Quiet confidence wins. Keep it simple with this low-key adidas t-shirt. An embroidered Trefoil logo adds a touch of class to this soft, cotton jersey tee.","['https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/a/y/b/m-fm9966-adidas-originals-original-imafqfuy4r7hvqbr.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/a/y/b/m-fm9966-adidas-originals-original-imafqfuy2m78gt7f.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/a/y/b/m-fm9966-adidas-originals-original-imafqfuyf2j5xgnn.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/a/y/b/m-fm9966-adidas-originals-original-imafqfuypngwkhsv.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/a/y/b/m-fm9966-adidas-originals-original-imafqfuyxecucwnb.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/a/y/b/m-fm9966-adidas-originals-original-imafqfuyk7kbhkkg.jpeg?q=70']",FALSE,TSHFZF6KXUEAS5WS,"[{'Type': 'Round Neck'}, {'Sleeve': 'Short Sleeve'}, {'Fit': 'Regular'}, {'Fabric': 'Cotton Viscose Blend'}, {'Pack of': '1'}, {'Style Code': 'FM9966'}, {'Neck Type': 'Round Neck'}, {'Ideal For': 'Men'}, {'Size': 'S'}, {'Pattern': 'Solid'}, {'Suitable For': 'Western Wear'}, {'Brand Fit': 'Regular'}, {'Reversible': 'No'}, {'Fabric Care': 'Machine wash as per tag, Do not bleach'}, {'Model Name': 'ESSENTIAL TEE'}, {'Brand Color': 'WHITE'}]",RetailNet,920,Topwear,Solid Men Round Neck White T-Shirt,https://www.flipkart.com/adidas-originals-solid-men-round-neck-white-t-shirt/p/itme5a2321cfc3a1?pid=TSHFZF6KXUEAS5WS&lid=LSTTSHFZF6KXUEAS5WSSJN0AM&marketplace=FLIPKART&srno=b_1_23&otracker=browse&fm=organic&iid=dcad287e-3d1f-49d1-a819-813d6e6f7f04.TSHFZF6KXUEAS5WS.SEARCH&ssid=tgz5xs1ehc0000001612094268502
,0fae9bc5-dad8-56f1-b017-1c3b3ba74d2e,"1,999",3.9,adidas Origina,Clothing and Accessories,"02/10/2021, 20:14:10",33% off,"Hidden in plain sight. A modern take on a classic pattern, this t-shirt spotlights a camouflage adidas Trefoil logo. Create a contemporary look with heritage energy.","['https://rukminim1.flixcart.com/image/128/128/k7tdj0w0/t-shirt/9/d/u/m-fm3337-adidas-originals-original-imafpysryx7rsnyr.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7tdj0w0/t-shirt/9/d/u/m-fm3337-adidas-originals-original-imafpws8hfrz7kzz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7tdj0w0/t-shirt/9/d/u/m-fm3337-adidas-originals-original-imafpws85hyzvy8q.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7tdj0w0/t-shirt/9/d/u/m-fm3337-adidas-originals-original-imafpws8uh5snjhn.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7tdj0w0/t-shirt/9/d/u/m-fm3337-adidas-originals-original-imafpws8rr5g6b5k.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7tdj0w0/t-shirt/9/d/u/m-fm3337-adidas-originals-original-imafpws8znkuhdfd.jpeg?q=70']",FALSE,TSHFZF6KZ4HCF9DU,"[{'Type': 'Round Neck'}, {'Sleeve': 'Short Sleeve'}, {'Fit': 'Regular'}, {'Fabric': 'Cotton Viscose Blend'}, {'Pack of': '1'}, {'Style Code': 'FM3337'}, {'Neck Type': 'Round Neck'}, {'Ideal For': 'Men'}, {'Size': 'XXL'}, {'Pattern': 'Printed'}, {'Suitable For': 'Western Wear'}, {'Brand Fit': 'Regular'}, {'Sleeve Type': 'Wide'}, {'Reversible': 'No'}, {'Fabric Care': 'Machine wash as per tag, Do not bleach'}, {'Model Name': 'CAMO INFILL TEE'}, {'Brand Color': 'WHITE/MULTCO'}]",RetailNet,"1,339",Topwear,Printed Men Round Neck White T-Shirt,https://www.flipkart.com/adidas-originals-printed-men-round-neck-white-t-shirt/p/itmaeaecbaf5e246?pid=TSHFZF6KZ4HCF9DU&lid=LSTTSHFZF6KZ4HCF9DUUKSCAR&marketplace=FLIPKART&srno=b_1_24&otracker=browse&fm=organic&iid=dcad287e-3d1f-49d1-a819-813d6e6f7f04.TSHFZF6KZ4HCF9DU.SEARCH&ssid=tgz5xs1ehc0000001612094268502
,3f91fd1d-9db1-5902-a9b3-d370892746dc,"2,999",4,adidas Origina,Clothing and Accessories,"02/10/2021, 20:14:15",33% off,Level up your look. Imagine yourself on a yacht in this pique polo shirt. The 3-Stripes are knit in to the collar for a classy vibe. An embroidered Trefoil logo keeps it legit adidas.,"['https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/z/8/q/m-fm9952-adidas-originals-original-imafqfqjntwxwaaa.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/z/8/q/m-fm9952-adidas-originals-original-imafqfqjjhyakdwb.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/z/8/q/m-fm9952-adidas-originals-original-imafqfqjfyccghdu.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/z/8/q/m-fm9952-adidas-originals-original-imafqfqjvtdc3gdr.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/z/8/q/m-fm9952-adidas-originals-original-imafqfqjnn36c8ce.jpeg?q=70']",FALSE,TSHFZF6KGMMYWQSN,"[{'Type': 'Polo Neck'}, {'Sleeve': 'Short Sleeve'}, {'Fit': 'Regular'}, {'Fabric': 'Cotton Viscose Blend'}, {'Pack of': '1'}, {'Style Code': 'FM9952'}, {'Neck Type': 'Polo Neck'}, {'Ideal For': 'Men'}, {'Size': 'S'}, {'Pattern': 'Solid'}, {'Suitable For': 'Western Wear'}, {'Brand Fit': 'Regular'}, {'Reversible': 'No'}, {'Fabric Care': 'Machine wash as per tag, Do not bleach'}, {'Model Name': 'PIQUE POLO'}, {'Brand Color': 'BLACK'}]",RetailNet,"2,009",Topwear,Solid Men Polo Neck Black T-Shirt,https://www.flipkart.com/adidas-originals-solid-men-polo-neck-black-t-shirt/p/itmae918d1b5cc78?pid=TSHFZF6KGMMYWQSN&lid=LSTTSHFZF6KGMMYWQSNX4LWSO&marketplace=FLIPKART&srno=b_1_35&otracker=browse&fm=organic&iid=dcad287e-3d1f-49d1-a819-813d6e6f7f04.TSHFZF6KGMMYWQSN.SEARCH&ssid=tgz5xs1ehc0000001612094268502
,76e64903-b0f4-5487-a7fb-4bcf59bcdff8,"1,999",3.9,adidas Origina,Clothing and Accessories,"02/10/2021, 20:14:15",47% off,"Quiet confidence wins. Keep it simple with this low-key adidas t-shirt. An embroidered Trefoil logo adds a touch of class to this soft, cotton jersey tee.","['https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/z/m/m-fm9968-adidas-originals-original-imafpvjnknhrffhj.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/z/m/m-fm9968-adidas-originals-original-imafpv58xsvhnfep.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/z/m/m-fm9968-adidas-originals-original-imafpv58bfnux6ur.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/z/m/m-fm9968-adidas-originals-original-imafpv58vuxvgshv.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/z/m/m-fm9968-adidas-originals-original-imafpv58syzqdhyg.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7p37gw0/t-shirt/5/z/m/m-fm9968-adidas-originals-original-imafpv58ehvyhnau.jpeg?q=70']",FALSE,TSHFZF6KF2GKH5ZM,"[{'Type': 'Round Neck'}, {'Sleeve': 'Short Sleeve'}, {'Fit': 'Regular'}, {'Fabric': 'Cotton Viscose Blend'}, {'Pack of': '1'}, {'Style Code': 'FM9968'}, {'Neck Type': 'Round Neck'}, {'Ideal For': 'Men'}, {'Size': 'M'}, {'Pattern': 'Solid'}, {'Suitable For': 'Western Wear'}, {'Brand Fit': 'Regular'}, {'Reversible': 'No'}, {'Fabric Care': 'Machine wash as per tag'}, {'Model Name': 'ESSENTIAL TEE'}, {'Brand Color': 'LUSRED'}]",RetailNet,"1,049",Topwear,Solid Men Round Neck Red T-Shirt,https://www.flipkart.com/adidas-originals-solid-men-round-neck-red-t-shirt/p/itm9e3632eb19e08?pid=TSHFZF6KF2GKH5ZM&lid=LSTTSHFZF6KF2GKH5ZMYYVUDO&marketplace=FLIPKART&srno=b_1_36&otracker=browse&fm=organic&iid=dcad287e-3d1f-49d1-a819-813d6e6f7f04.TSHFZF6KF2GKH5ZM.SEARCH&ssid=tgz5xs1ehc0000001612094268502
,cf2cc30f-052a-55a7-b338-91945510f800,"2,499",4.5,adidas Origina,Clothing and Accessories,"02/10/2021, 20:14:17",52% off,"Dedicated to those who break the rules, forget the rules or have no idea what the rules even are. This adidas skate t-shirt displays tripped-out graphics on the front. All-cotton jersey feels soft against your skin.","['https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/r/p/j/m-fm1447-adidas-originals-original-imafq29jsx89mjjd.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/r/p/j/m-fm1447-adidas-originals-original-imafq29jkhjeyxnf.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/r/p/j/m-fm1447-adidas-originals-original-imafq29jcyfekswh.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/r/p/j/m-fm1447-adidas-originals-original-imafq29jvfv2jnkg.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/r/p/j/m-fm1447-adidas-originals-original-imafq29jt4sgdnzw.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7xnukw0/t-shirt/r/p/j/m-fm1447-adidas-originals-original-imafq29jghfrukfh.jpeg?q=70']",FALSE,TSHFZF6KYCRZHEY2,"[{'Type': 'Round Neck'}, {'Sleeve': 'Short Sleeve'}, {'Fit': 'Regular'}, {'Fabric': 'Cotton Viscose Blend'}, {'Pack of': '1'}, {'Style Code': 'FM1447'}, {'Neck Type': 'Round Neck'}, {'Ideal For': 'Men'}, {'Size': 'M'}, {'Pattern': 'Graphic Print'}, {'Suitable For': 'Western Wear'}, {'Brand Fit': 'Regular'}, {'Sleeve Type': 'Wide'}, {'Reversible': 'No'}, {'Fabric Care': 'Machine wash as per tag, Do not bleach'}, {'Model Name': 'HANDDRIPTEE'}, {'Brand Color': 'WHITE'}]",RetailNet,"1,179",Topwear,Graphic Print Men Round Neck White T-Shirt,https://www.flipkart.com/adidas-originals-graphic-print-men-round-neck-white-t-shirt/p/itm6a26a4bfd380e?pid=TSHFZF6KYCRZHEY2&lid=LSTTSHFZF6KYCRZHEY2UU4FY6&marketplace=FLIPKART&srno=b_1_39&otracker=browse&fm=organic&iid=dcad287e-3d1f-49d1-a819-813d6e6f7f04.TSHFZF6KYCRZHEY2.SEARCH&ssid=tgz5xs1ehc0000001612094268502
,17142be6-72a0-578f-8c82-0bc52b3194c4,"2,299",3.9,adidas Origina,Clothing and Accessories,"02/10/2021, 20:14:20",33% off,"An instant classic since its introduction in the '70s, the 3-Stripes t-shirt is still going strong. This remastered men's version is cut in a slim fit and features 3-Stripes on the raglan sleeves. A Trefoil logo on the chest flashes adidas pride.","['https://rukminim1.flixcart.com/image/128/128/kfoapow0-0/t-shirt/w/h/w/xl-cw1203-adidas-originals-original-imafw2jycbavmddg.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7w8eq80/t-shirt/a/r/b/m-cw1203-adidas-originals-original-imafqf6gjh87sdaz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7w8eq80/t-shirt/a/r/b/m-cw1203-adidas-originals-original-imafqf6gquvum4nu.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7w8eq80/t-shirt/a/r/b/m-cw1203-adidas-originals-original-imafqyp8gwg7xhgz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7w8eq80/t-shirt/a/r/b/m-cw1203-adidas-originals-original-imafqyp84byeawvs.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/k7w8eq80/t-shirt/a/r/b/m-cw1203-adidas-originals-original-imafqyp8nuahj98a.jpeg?q=70']",TRUE,TSHFZF6KRWWZFF2F,"[{'Type': 'Round Neck'}, {'Sleeve': 'Short Sleeve'}, {'Fit': 'Regular'}, {'Fabric': 'Cotton Viscose Blend'}, {'Pack of': '1'}, {'Style Code': 'CW1203'}, {'Neck Type': 'Round Neck'}, {'Ideal For': 'Men'}, {'Size': 'XL'}, {'Pattern': 'Solid'}, {'Suitable For': 'Western Wear'}, {'Brand Fit': 'Regular'}, {'Reversible': 'No'}, {'Fabric Care': 'Machine wash as per tag'}, {'Model Name': '3-STRIPES TEE'}, {'Brand Color': 'WHITE'}]",,"1,540",Topwear,Solid Men Round Neck White T-Shirt,https://www.flipkart.com/adidas-originals-solid-men-round-neck-white-t-shirt/p/itm2fc2378a4b85e?pid=TSHFZF6KRWWZFF2F&lid=LSTTSHFZF6KRWWZFF2F1WBNWR&marketplace=FLIPKART&srno=b_2_45&otracker=browse&fm=organic&iid=0ef0c9a9-0240-4c70-952a-28d6fe6ccdb8.TSHFZF6KRWWZFF2F.SEARCH&ssid=tnv45k0wyo0000001612094269132
